date,UF,city,ibgeID,newCases,TOTAL,totalCasesPred,residuo_quadratico,res_quad_padronizado,sucetivel,infectado,Recuperado
2020-04-24,PR,Londrina/PR,4113700,,,1099.3784690480747,,,573266.8633309521,853.4215444253025,245.9569246227722
2020-04-25,PR,Londrina/PR,4113700,,,1312.4488320337673,,,573053.7929679664,1018.7250426352866,293.72378939848073
2020-04-26,PR,Londrina/PR,4113700,,,1566.6731262923417,,,572799.5686737079,1215.933206627022,350.7399196653199
2020-04-27,PR,Londrina/PR,4113700,,,1869.9461290960594,,,572496.2956709042,1451.1565646818235,418.7895644142359
2020-04-28,PR,Londrina/PR,4113700,,,2231.6541927287567,,,572134.5876072715,1731.655878895493,499.9983138332635
2020-04-29,PR,Londrina/PR,4113700,,,2662.942847193393,,,571703.2989528069,2066.0468162291886,596.8960309642044
2020-04-30,PR,Londrina/PR,4113700,,,3177.0418427235404,,,571189.1999572767,2464.547524076823,712.4943186467175
2020-05-01,PR,Londrina/PR,4113700,,,3789.6300324963026,,,570576.6117675039,2939.255455614619,850.3745768816833
2020-05-02,PR,Londrina/PR,4113700,,,4519.252136633706,,,569846.9896633666,3504.4622397069247,1014.7898969267809
2020-05-03,PR,Londrina/PR,4113700,,,5387.818887926278,,,568978.422912074,4177.0288120163295,1210.7900759099489
2020-05-04,PR,Londrina/PR,4113700,,,6421.156942544803,,,567945.0848574556,4976.794078244119,1444.3628643006841
2020-05-05,PR,Londrina/PR,4113700,,,7649.617291058534,,,566716.6245089418,5927.022997249175,1722.5942938093583
2020-05-06,PR,Londrina/PR,4113700,,,9108.770440253063,,,565257.4713597472,7054.911187441709,2053.8592528113545
2020-05-07,PR,Londrina/PR,4113700,,,10840.150717237,,,563526.0910827633,8392.112248427477,2448.0384688095246
2020-05-08,PR,Londrina/PR,4113700,,,12892.02021213449,,,561474.2215878658,9975.265398345242,2916.754813789248
2020-05-09,PR,Londrina/PR,4113700,,,15320.170772567622,,,559046.0710274327,11846.527451547243,3473.643321020379
2020-05-10,PR,Londrina/PR,4113700,,,18188.673111922246,,,556177.5686880781,14054.022520689456,4134.650591232789
2020-05-11,PR,Londrina/PR,4113700,,,21570.522559097306,,,552795.719240903,16652.18248305241,4918.340076044895
2020-05-12,PR,Londrina/PR,4113700,,,25548.057104161082,,,548818.1846958392,19701.825686531898,5846.231417629185
2020-05-13,PR,Londrina/PR,4113700,,,30213.09716696189,,,544153.1446330383,23269.9867479714,6943.110418990485
2020-05-14,PR,Londrina/PR,4113700,,,35666.49148050236,,,538699.7503194979,27429.15252670854,8237.338953793818
2020-05-15,PR,Londrina/PR,4113700,,,42017.03858126793,,,532349.2032187324,32255.93913453919,9761.099446728742
2020-05-16,PR,Londrina/PR,4113700,,,49379.39680439454,,,524986.8449956058,37828.84268401388,11550.554120380666
2020-05-17,PR,Londrina/PR,4113700,,,57870.82752440137,,,516495.4142755989,44224.9642783832,13645.86324601817
2020-05-18,PR,Londrina/PR,4113700,,,67606.46297973683,,,506759.7788202634,51515.46412345329,16090.99885628354
2020-05-19,PR,Londrina/PR,4113700,,,78693.0728152079,,,495673.1689847923,59759.769662693376,18933.303152514523
2020-05-20,PR,Londrina/PR,4113700,,,91221.21078133772,,,483145.0310186626,68998.50090096147,22222.70988037625
2020-05-21,PR,Londrina/PR,4113700,,,105256.05810084904,,,469110.18369915127,79245.47898921612,26010.579111632927
2020-05-22,PR,Londrina/PR,4113700,,,120827.52371708992,,,453538.71808291035,90479.40683555818,30348.11688153174
